"Estacao";"Data";"Hora";"Precipitacao";"TempBulboSeco";"TempBulboUmido";"TempMaxima";"TempMinima";"UmidadeRelativa";"PressaoAtmEstacao";"PressaoAtmMar";"DirecaoVento";"VelocidadeVento";"insolacao";"Nebulosidade";"Evaporacao Piche";"Temp Comp Media";"Umidade Relativa Media";"Velocidade do Vento Media";"NA"
"83004";"03/11/1999";1200;0;23,7;16,6;-9999;15,4;50;-9999;-9999;0;0;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"03/11/1999";1800;-9999;26;19;-9999;-9999;53;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/11/1999";0;-9999;20,5;17,2;31,1;-9999;73;-9999;-9999;0;0;6,4;1;4,6;24,92;45,5;1,666667;-9999
"83004";"04/11/1999";1200;0;25,9;17,6;-9999;16,8;45;-9999;-9999;0;0;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"04/11/1999";1800;-9999;29,6;18;-9999;-9999;33;-9999;-9999;36;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/11/1999";0;-9999;25,4;18,4;25,4;-9999;52;-9999;-9999;27;1;0,2;10;6,7;19,56;85,25;2,333333;-9999
"83004";"05/11/1999";1200;0;22,8;19,1;-9999;16,4;72;-9999;-9999;32;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/11/1999";1800;-9999;21,3;19,7;-9999;-9999;87;-9999;-9999;27;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"06/11/1999";0;-9999;16,6;15,6;20,5;-9999;91;-9999;-9999;14;2;2,8;10;2,2;16,08;81,25;2,333333;-9999
"83004";"06/11/1999";1200;2,1;16,1;14,3;-9999;13,8;83;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"06/11/1999";1800;-9999;17,2;14,8;-9999;-9999;78;-9999;-9999;18;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"07/11/1999";0;-9999;15;13,2;24,5;-9999;82;-9999;-9999;9;3;9,3;9;1,8;17,98;78,75;2,333333;-9999
"83004";"07/11/1999";1200;0;21,6;16,5;-9999;11,8;61;-9999;-9999;5;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"07/11/1999";1800;-9999;21,1;17,4;-9999;-9999;70;-9999;-9999;14;4;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"08/11/1999";0;-9999;16;15,2;32,6;-9999;92;-9999;-9999;0;0;10;0;2,2;22,5;61,5;2;-9999
"83004";"08/11/1999";1200;0;24,2;19,2;-9999;13,5;63;-9999;-9999;5;2;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"08/11/1999";1800;-9999;31,8;19,2;-9999;-9999;31;-9999;-9999;27;4;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"09/11/1999";0;-9999;21,1;18,2;21,1;-9999;76;-9999;-9999;0;0;0;0;4,3;15,08;94,75;1,333333;-9999
"83004";"09/11/1999";1200;2,3;16;15,4;-9999;12,7;94;-9999;-9999;14;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"09/11/1999";1800;-9999;15,4;14,7;-9999;-9999;93;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"10/11/1999";0;-9999;12,8;12,4;13,1;-9999;96;-9999;-9999;14;3;0;10;0,6;12,36;88,75;2,666667;-9999
"83004";"10/11/1999";1200;7,9;12,6;11,6;-9999;11,5;89;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"10/11/1999";1800;-9999;12;11,1;-9999;-9999;90;-9999;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"11/11/1999";0;-9999;12,3;11,2;19,6;-9999;88;-9999;-9999;9;5;2,1;10;0,9;15,14;84,75;2,666667;-9999
"83004";"11/11/1999";1200;0,3;15;12,4;-9999;11,7;75;-9999;-9999;9;5;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"11/11/1999";1800;-9999;17,5;15,3;-9999;-9999;80;-9999;-9999;9;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"12/11/1999";0;-9999;14,7;13,9;21,1;-9999;92;-9999;-9999;0;0;0,1;10;1,4;16,6;93,75;1;-9999
"83004";"12/11/1999";1200;1,1;17;15,6;-9999;14,3;87;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"12/11/1999";1800;-9999;17;16,4;-9999;-9999;94;-9999;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/11/1999";0;-9999;15,3;15;17,6;-9999;97;-9999;-9999;0;0;0;10;0,6;16,28;94,25;0;-9999
"83004";"13/11/1999";1200;20,8;16,3;15,8;-9999;14,7;95;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/11/1999";1800;-9999;16,8;16,2;-9999;-9999;94;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"14/11/1999";0;-9999;16,4;15,8;20,8;-9999;94;-9999;-9999;0;0;4,3;10;0,3;16,68;83;2;-9999
"83004";"14/11/1999";1200;4,6;16;15,3;-9999;14,6;93;-9999;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"14/11/1999";1800;-9999;18,6;14,5;-9999;-9999;65;-9999;-9999;14;3;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"15/11/1999";0;-9999;16;14,6;18,1;-9999;87;-9999;-9999;0;0;0,8;10;2;14,92;83;3,333333;-9999
"83004";"15/11/1999";1200;0,8;16,6;15;-9999;13,1;85;-9999;-9999;9;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"15/11/1999";1800;-9999;16,6;14,1;-9999;-9999;77;-9999;-9999;18;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"16/11/1999";0;-9999;13,4;11,9;21;-9999;85;-9999;-9999;9;1;10,2;6;1,5;15,18;73,25;4;-9999
"83004";"16/11/1999";1200;0;16;13,7;-9999;11,5;78;-9999;-9999;9;3;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"16/11/1999";1800;-9999;18,9;14;-9999;-9999;59;-9999;-9999;14;6;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"17/11/1999";0;-9999;13,7;11,5;21,4;-9999;78;-9999;-9999;14;3;11;1;2,6;15,74;71,25;3,666667;-9999
"83004";"17/11/1999";1200;0;18,2;13;-9999;10,3;56;-9999;-9999;9;2;-9999;1;-9999;-9999;-9999;-9999;-9999
"83004";"17/11/1999";1800;-9999;19,1;14,6;-9999;-9999;63;-9999;-9999;14;6;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"18/11/1999";0;-9999;14,4;12,7;22,2;-9999;83;-9999;-9999;14;3;6,5;10;2,9;16,54;76;2;-9999
"83004";"18/11/1999";1200;0;18,6;14,3;-9999;12,7;64;-9999;-9999;5;2;-9999;5;-9999;-9999;-9999;-9999;-9999
"83004";"18/11/1999";1800;-9999;17,2;14,3;-9999;-9999;74;-9999;-9999;14;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"19/11/1999";0;-9999;14,6;12,9;22,2;-9999;83;-9999;-9999;0;0;2,9;10;2,3;16,54;78,5;2;-9999
"83004";"19/11/1999";1200;0;16,6;14,5;-9999;13,7;81;-9999;-9999;9;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"19/11/1999";1800;-9999;20,8;16,9;-9999;-9999;69;-9999;-9999;14;2;-9999;1;-9999;-9999;-9999;-9999;-9999
"83004";"20/11/1999";0;-9999;15,1;13,2;27,1;-9999;82;-9999;-9999;0;0;6,8;10;1,9;19,28;81,75;1,666667;-9999
"83004";"20/11/1999";1200;0;21;16,6;-9999;14,7;65;-9999;-9999;0;0;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"20/11/1999";1800;-9999;19,9;17,5;-9999;-9999;80;-9999;-9999;14;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"21/11/1999";0;-9999;16,8;15,8;25,4;-9999;91;-9999;-9999;0;0;0,1;9;1,9;18,88;78,5;0;-9999
"83004";"21/11/1999";1200;0;19,4;17,2;-9999;15;81;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"21/11/1999";1800;-9999;24,6;18,2;-9999;-9999;55;-9999;-9999;0;0;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"22/11/1999";0;-9999;17,3;16,1;28,4;-9999;89;-9999;-9999;0;0;7,2;0;1,9;19,92;79,5;1,666667;-9999
"83004";"22/11/1999";1200;0;22,2;17,4;-9999;13,8;63;-9999;-9999;0;0;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"22/11/1999";1800;-9999;23,1;18,8;-9999;-9999;67;-9999;-9999;18;3;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"23/11/1999";0;-9999;17,6;17;30,6;-9999;94;-9999;-9999;18;2;9,3;10;2,5;20,9;66,5;0,666667;-9999
"83004";"23/11/1999";1200;1,6;23,1;16,9;-9999;13,8;55;-9999;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"23/11/1999";1800;-9999;27,3;20,1;-9999;-9999;53;-9999;-9999;9;2;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"24/11/1999";0;-9999;18,5;16,1;30,2;-9999;79;-9999;-9999;0;0;10,4;9;3,9;21,22;66,5;2,333333;-9999
"83004";"24/11/1999";1200;1,5;24,4;18;-9999;15,9;52;-9999;-9999;36;2;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"24/11/1999";1800;-9999;25,8;17;-9999;-9999;42;-9999;-9999;23;5;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"25/11/1999";0;-9999;17,8;16,2;31,9;-9999;86;-9999;-9999;0;0;9,6;0;4,5;22,72;51,75;3;-9999
"83004";"25/11/1999";1200;0,1;24,4;17,5;-9999;15,7;52;-9999;-9999;36;1;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"25/11/1999";1800;-9999;31,8;17,3;-9999;-9999;23;-9999;-9999;32;8;-9999;5;-9999;-9999;-9999;-9999;-9999
"83004";"26/11/1999";0;-9999;20,8;16,6;25,7;-9999;66;-9999;-9999;0;0;1,8;7;7;21,22;77,5;1,333333;-9999
"83004";"26/11/1999";1200;2,2;19,4;18,4;-9999;17,4;91;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"26/11/1999";1800;-9999;23,9;19,4;-9999;-9999;67;-9999;-9999;32;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"27/11/1999";0;-9999;21,8;18,8;29,6;-9999;76;-9999;-9999;0;0;8,2;8;2,1;21,74;60,5;0,666667;-9999
"83004";"27/11/1999";1200;1;24,2;18,8;-9999;16,9;61;-9999;-9999;27;1;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"27/11/1999";1800;-9999;26,3;19,6;-9999;-9999;55;-9999;-9999;14;1;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"28/11/1999";0;-9999;19;14,6;24,6;-9999;63;-9999;-9999;0;0;8,9;2;4,2;18,86;78,25;2,666667;-9999
"83004";"28/11/1999";1200;0;20,2;16,8;-9999;14,7;72;-9999;-9999;18;2;-9999;3;-9999;-9999;-9999;-9999;-9999
"83004";"28/11/1999";1800;-9999;21,4;17,7;-9999;-9999;71;-9999;-9999;18;4;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"29/11/1999";0;-9999;17,4;15,8;24,3;-9999;85;-9999;-9999;14;2;9,4;10;2,6;19,2;73;1,666667;-9999
"83004";"29/11/1999";1200;0;22,2;16,8;-9999;14,7;59;-9999;-9999;0;0;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"29/11/1999";1800;-9999;22,8;18,2;-9999;-9999;65;-9999;-9999;9;4;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"30/11/1999";0;-9999;17,4;15,7;22,4;-9999;84;-9999;-9999;14;1;1,2;2;2,7;18,8;79,75;2,666667;-9999
"83004";"30/11/1999";1200;0;20,5;16,5;-9999;16,1;68;-9999;-9999;5;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"30/11/1999";1800;-9999;19,1;17,4;-9999;-9999;85;-9999;-9999;14;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"01/12/1999";0;-9999;17,5;15,6;25,7;-9999;83;-9999;-9999;9;4;10,1;9;2;20,3;73,25;4;-9999
"83004";"01/12/1999";1200;0;23,1;17,1;-9999;16,1;57;-9999;-9999;9;6;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"01/12/1999";1800;-9999;22,7;18,1;-9999;-9999;66;-9999;-9999;14;4;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"02/12/1999";0;-9999;18,3;16,6;28,8;-9999;85;-9999;-9999;14;2;8,9;9;3,2;21,26;73,75;1,666667;-9999
"83004";"02/12/1999";1200;0;22,4;17,6;-9999;16,7;63;-9999;-9999;5;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"02/12/1999";1800;-9999;25,3;20,2;-9999;-9999;64;-9999;-9999;9;3;-9999;1;-9999;-9999;-9999;-9999;-9999
"83004";"03/12/1999";0;-9999;19,2;17,4;30,6;-9999;84;-9999;-9999;0;0;6,5;2;4;22,96;71,5;1,666667;-9999
"83004";"03/12/1999";1200;0;25;19,6;-9999;18,2;62;-9999;-9999;5;2;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"03/12/1999";1800;-9999;29,2;19,4;-9999;-9999;42;-9999;-9999;36;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/12/1999";0;-9999;20,5;19,4;29,4;-9999;91;-9999;-9999;0;0;6,6;10;4;23,34;62,5;4,666667;-9999
"83004";"04/12/1999";1200;2,7;25;19,8;-9999;18,9;64;-9999;-9999;36;8;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"04/12/1999";1800;-9999;27,8;20,6;-9999;-9999;54;-9999;-9999;36;4;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"05/12/1999";0;-9999;21,7;17,3;31,7;-9999;66;-9999;-9999;36;2;10,3;5;3,9;23,48;57,25;3,333333;-9999
"83004";"05/12/1999";1200;0;25,6;18,8;-9999;17,1;53;-9999;-9999;36;4;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"05/12/1999";1800;-9999;30,2;20,1;-9999;-9999;40;-9999;-9999;27;4;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"06/12/1999";0;-9999;21,5;17,5;26,7;-9999;68;-9999;-9999;5;2;3,3;0;4,9;21,6;76;2;-9999
"83004";"06/12/1999";1200;0;25,8;19,2;-9999;16,5;55;-9999;-9999;32;4;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"06/12/1999";1800;-9999;23,2;19,1;-9999;-9999;69;-9999;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"07/12/1999";0;-9999;19,5;18,3;23,4;-9999;90;-9999;-9999;0;0;1,4;10;2;19,58;92;1;-9999
"83004";"07/12/1999";1200;16;19,4;18,6;-9999;17,9;93;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"07/12/1999";1800;-9999;20;18,5;-9999;-9999;87;-9999;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"08/12/1999";0;-9999;18,6;17,9;27,3;-9999;94;-9999;-9999;0;0;3,8;10;1,1;21,68;89,75;2;-9999
"83004";"08/12/1999";1200;0,3;24,1;20,3;-9999;18,2;72;-9999;-9999;5;3;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"08/12/1999";1800;-9999;20,2;19,6;-9999;-9999;95;-9999;-9999;18;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"09/12/1999";0;-9999;19,4;19;24,3;-9999;96;-9999;-9999;9;1;0,1;10;1,2;20,44;88;1,666667;-9999
"83004";"09/12/1999";1200;4,6;21,6;19,8;-9999;17,7;85;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"09/12/1999";1800;-9999;23,6;20,4;-9999;-9999;75;-9999;-9999;18;4;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"10/12/1999";0;-9999;19,3;18,8;22,2;-9999;96;-9999;-9999;14;1;0,5;10;1,3;19,34;88,5;4,666667;-9999
"83004";"10/12/1999";1200;5,3;19,8;18,9;-9999;17,9;92;-9999;-9999;14;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"10/12/1999";1800;-9999;21,5;19;-9999;-9999;80;-9999;-9999;14;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"11/12/1999";0;-9999;18,4;17,4;20,8;-9999;91;-9999;-9999;9;4;0;9;1,3;19,02;90;2,333333;-9999
"83004";"11/12/1999";1200;0,2;19,6;18,6;-9999;17,5;91;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"11/12/1999";1800;-9999;19,9;18,4;-9999;-9999;87;-9999;-9999;14;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"12/12/1999";0;-9999;18,6;17,6;21,6;-9999;91;-9999;-9999;14;1;0,4;10;0,8;19,16;88,25;2,333333;-9999
"83004";"12/12/1999";1200;2,1;20,4;18;-9999;17,2;80;-9999;-9999;14;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"12/12/1999";1800;-9999;18,9;18,1;-9999;-9999;93;-9999;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/12/1999";0;-9999;18,3;17,2;23,1;-9999;90;-9999;-9999;0;0;0;10;1,1;19,26;87,75;2;-9999
"83004";"13/12/1999";1200;0,5;20,1;18,6;-9999;17,5;87;-9999;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/12/1999";1800;-9999;22,8;19,7;-9999;-9999;76;-9999;-9999;32;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"14/12/1999";0;-9999;17,8;17,2;25,8;-9999;94;-9999;-9999;0;0;2,4;8;1,3;21,46;85;4,333333;-9999
"83004";"14/12/1999";1200;8,2;20,5;19,4;-9999;17,2;91;-9999;-9999;32;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"14/12/1999";1800;-9999;24,5;20,6;-9999;-9999;71;-9999;-9999;32;8;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"15/12/1999";0;-9999;21,9;20,5;29,5;-9999;89;-9999;-9999;0;0;11,7;6;1,6;24,18;51;4,333333;-9999
"83004";"15/12/1999";1200;9,9;25,5;20,4;-9999;19,1;64;-9999;-9999;32;5;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"15/12/1999";1800;-9999;28,9;18,5;-9999;-9999;38;-9999;-9999;27;8;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"16/12/1999";0;-9999;23,4;16,6;30,4;-9999;51;-9999;-9999;0;0;11,8;0;6,1;22,58;47,5;3,333333;-9999
"83004";"16/12/1999";1200;0;26;15,3;-9999;18,5;32;-9999;-9999;23;5;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"16/12/1999";1800;-9999;29;16,2;-9999;-9999;26;-9999;-9999;32;5;-9999;3;-9999;-9999;-9999;-9999;-9999
"83004";"17/12/1999";0;-9999;19;14,9;28;-9999;66;-9999;-9999;0;0;12,3;1;7,8;21,08;71,75;1,333333;-9999
"83004";"17/12/1999";1200;0;23,5;17,4;-9999;15,9;56;-9999;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"17/12/1999";1800;-9999;24,8;20;-9999;-9999;65;-9999;-9999;18;4;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"18/12/1999";0;-9999;19;17;26,5;-9999;83;-9999;-9999;0;0;12;7;3,4;20,58;73,5;2;-9999
"83004";"18/12/1999";1200;0;23,5;17,7;-9999;15,5;58;-9999;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"18/12/1999";1800;-9999;24,4;19,5;-9999;-9999;64;-9999;-9999;14;6;-9999;3;-9999;-9999;-9999;-9999;-9999
"83004";"19/12/1999";0;-9999;18,7;17,1;31,5;-9999;86;-9999;-9999;0;0;9,9;10;2,8;22,94;54,75;1;-9999
"83004";"19/12/1999";1200;0;23,6;18,9;-9999;15;66;-9999;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"19/12/1999";1800;-9999;30,3;20,6;-9999;-9999;43;-9999;-9999;14;3;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"20/12/1999";0;-9999;22,3;16,2;30,4;-9999;55;-9999;-9999;0;0;11,2;0;5,1;22,44;67,75;1,333333;-9999
"83004";"20/12/1999";1200;0;27,5;17,5;-9999;15,5;38;-9999;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"20/12/1999";1800;-9999;27,9;21,1;-9999;-9999;55;-9999;-9999;18;4;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"21/12/1999";0;-9999;19,4;18,1;29,1;-9999;89;-9999;-9999;0;0;9,9;10;4,2;22,34;73;1,333333;-9999
"83004";"21/12/1999";1200;0;25,5;19;-9999;17,1;55;-9999;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"21/12/1999";1800;-9999;24,8;20,3;-9999;-9999;67;-9999;-9999;14;4;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"22/12/1999";0;-9999;20;18,3;33;-9999;85;-9999;-9999;0;0;6,3;10;2,9;23,9;65,75;3;-9999
"83004";"22/12/1999";1200;0;26,9;19,8;-9999;17,4;53;-9999;-9999;36;2;-9999;1;-9999;-9999;-9999;-9999;-9999
"83004";"22/12/1999";1800;-9999;31,6;19,8;-9999;-9999;34;-9999;-9999;32;7;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"23/12/1999";0;-9999;21,1;19,7;28,8;-9999;88;-9999;-9999;0;0;3,8;10;4,8;20,36;78,75;2,666667;-9999
"83004";"23/12/1999";1200;7,2;20;17,1;-9999;15;76;-9999;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"23/12/1999";1800;-9999;22,5;18,7;-9999;-9999;71;-9999;-9999;14;4;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"24/12/1999";0;-9999;19;17,2;24,5;-9999;84;-9999;-9999;9;1;5,7;10;2,4;20,6;80,5;2,666667;-9999
"83004";"24/12/1999";1200;0;23,4;18,3;-9999;16,9;62;-9999;-9999;9;5;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"24/12/1999";1800;-9999;21,1;18,2;-9999;-9999;76;-9999;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"25/12/1999";0;-9999;19,1;18,2;26,7;-9999;92;-9999;-9999;9;1;5,3;10;2,4;21,72;78;2,666667;-9999
"83004";"25/12/1999";1200;0,3;23,8;18,9;-9999;18,1;64;-9999;-9999;5;3;-9999;5;-9999;-9999;-9999;-9999;-9999
"83004";"25/12/1999";1800;-9999;23;19,6;-9999;-9999;74;-9999;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"26/12/1999";0;-9999;20;18,5;29,7;-9999;87;-9999;-9999;9;2;6,4;10;2,3;22,86;78,75;1,333333;-9999
"83004";"26/12/1999";1200;0;25,1;20,3;-9999;18,5;65;-9999;-9999;0;0;-9999;5;-9999;-9999;-9999;-9999;-9999
"83004";"26/12/1999";1800;-9999;25,3;21,8;-9999;-9999;74;-9999;-9999;18;4;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"27/12/1999";0;-9999;20,5;19,1;29,8;-9999;88;-9999;-9999;0;0;4,8;1;2,7;23,44;78,5;0;-9999
"83004";"27/12/1999";1200;0;26,8;20,4;-9999;18,2;57;-9999;-9999;0;0;-9999;5;-9999;-9999;-9999;-9999;-9999
"83004";"27/12/1999";1800;-9999;23,9;20,9;-9999;-9999;77;-9999;-9999;0;0;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"28/12/1999";0;-9999;21,2;20;28,9;-9999;90;-9999;-9999;0;0;8,3;4;1,9;22,88;74,5;1,333333;-9999
"83004";"28/12/1999";1200;2,4;26,3;20,5;-9999;17,6;60;-9999;-9999;0;0;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"28/12/1999";1800;-9999;27;22,4;-9999;-9999;68;-9999;-9999;9;3;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"29/12/1999";0;-9999;20,8;19;29,4;-9999;85;-9999;-9999;9;1;8,4;1;2,5;22,66;71,5;1;-9999
"83004";"29/12/1999";1200;0;25,3;19,9;-9999;16,2;62;-9999;-9999;0;0;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"29/12/1999";1800;-9999;27;21,8;-9999;-9999;64;-9999;-9999;14;3;-9999;3;-9999;-9999;-9999;-9999;-9999
"83004";"30/12/1999";0;-9999;21,2;18,7;33;-9999;80;-9999;-9999;0;0;10,2;9;2,7;23,92;69,25;1,333333;-9999
"83004";"30/12/1999";1200;0;25,5;20,7;-9999;16,9;66;-9999;-9999;36;1;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"30/12/1999";1800;-9999;29,5;20,4;-9999;-9999;45;-9999;-9999;18;3;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"31/12/1999";0;-9999;22,1;20;31,7;-9999;83;-9999;-9999;0;0;5,8;3;3,6;24,36;72,75;2,333333;-9999
"83004";"31/12/1999";1200;0;27,1;21;-9999;20;59;-9999;-9999;36;4;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"31/12/1999";1800;-9999;30,6;21,2;-9999;-9999;44;-9999;-9999;36;3;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"01/01/2000";0;-9999;21,5;20,8;24,9;-9999;94;-9999;-9999;0;0;0;10;2,7;20,96;92;0,666667;-9999
"83004";"01/01/2000";1200;33,7;22,2;20,9;-9999;18,7;89;916,8;-9999;0;0;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"01/01/2000";1800;-9999;22;21,1;-9999;-9999;93;915,2;-9999;18;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"02/01/2000";0;-9999;19,5;18,7;21,4;-9999;93;917,2;-9999;0;0;0;10;0,7;18,68;94,5;2;-9999
"83004";"02/01/2000";1200;27,2;19,4;19;-9999;17,2;96;917,6;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"02/01/2000";1800;-9999;19,6;18,7;-9999;-9999;92;917,1;-9999;18;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"03/01/2000";0;-9999;17,7;17,2;23,6;-9999;95;918,2;-9999;14;2;0,1;9;0,9;19,46;92,25;1;-9999
"83004";"03/01/2000";1200;19,5;19,6;18,7;-9999;17,3;92;917,2;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"03/01/2000";1800;-9999;22;20,2;-9999;-9999;85;915,8;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/01/2000";0;-9999;18,4;18;23;-9999;96;917,9;-9999;0;0;0;10;0,9;20,62;86;2;-9999
"83004";"04/01/2000";1200;22,4;20,6;19,5;-9999;18,1;91;920,1;-9999;36;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/01/2000";1800;-9999;22;19,4;-9999;-9999;79;919,2;-9999;32;1;-9999;10;-9999;-9999;-9999;-9999;-9999
